FID,SAMPLINGFEATURENO,SAMPLINGFEATURENAME,SAMPLINGFEATURETYPE,SAMPLENO,SAMPLENAME,SAMPLETYPE,PROPERTY,REMANENTMAGNETISATION,UNITOFMEASURE,RESULTQUALIFIER,MAGNETISATIONUNCERTAINTY,UNCERTAINTYUOM,UNCERTAINTYTYPE,ANGULARUNCERTAINTY,ANGULARUNCERTAINTYUOM,ANGULARUNCERTAINTYTYPE,RAWINCLINATION,RAWINCLINATIONUOM,RAWDECLINATION,RAWDECLINATIONUOM,INCLINATION,INCLINATIONUOM,DECLINATION,DECLINATIONUOM,DEMAGFIELD,DEMAGFIELDUOM,DEMAGTEMPERATURE,DEMAGTEMPERATUREUOM,DEMAGPRESSURE,DEMAGPRESSUREUOM,STRATIGRAPHICUNITNAME,PROVINCENAME,MATERIALCLASS,LITHOLOGYGROUP,LITHOLOGY,SAMPLE_LONGITUDE,SAMPLE_LATITUDE,SAMPLE_ELEVATION,BOREHOLECOLLARLONGITUDE,BOREHOLECOLLARLATITUDE,BOREHOLECOLLARELEVATION,BOREHOLEINTERVALBEGIN_M,BOREHOLEINTERVALEND_M,SAMPLEAZIMUTH,SAMPLEPLUNGE,SAMPLEHADE,SAMPLINGDATE,LOCATIONACCURACY_M,LOCATIONMETHOD,SAMPLEORIGINATOR,SAMPLINGLOCATIONREMARK,PROCESSTYPE,METHOD,INSTRUMENT,ANALYSISDATETIME,ANALYSISORIGINATOR,ANALYSISLOCATIONREMARK,NUMERICALCONFIDENCE,METADATAQUALITY,SUMMARYCONFIDENCE,SOURCETYPE,SOURCE,RESULTID,GEOM,PROJECT
remanent_magnetisation.145846,568818,DET Brukunga 1,borehole,2152776,MAG7,core diamond,remanent magnetisation,264.373721,milliampere per metre,single measurement - whole sample,,,unknown,,,,77.4,degree,166.66,degree,-53.9,degree,111.1,degree,100,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93665854,-35.00265346,213.74,138.93795505,-35.00268233,389.24,211.7,211.8,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145654,568818,DET Brukunga 1,borehole,2152771,MAG2,core diamond,remanent magnetisation,0.346879,milliampere per metre,single measurement - whole sample,,,unknown,,,,-10.1,degree,118.26,degree,-18.5,degree,240.6,degree,700,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93760323,-35.00267412,335.9,138.93795505,-35.00268233,389.24,62.1,62.21,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145643,568818,DET Brukunga 1,borehole,2152770,MAG1,core diamond,remanent magnetisation,0.212176,milliampere per metre,single measurement - whole sample,,,unknown,,,,41.23,degree,201.15,degree,-25,degree,140.7,degree,400,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93777936,-35.00267889,361.81,138.93795505,-35.00268233,389.24,31.6,31.71,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145943,568818,DET Brukunga 1,borehole,2152779,MAG10,core diamond,remanent magnetisation,1217.607324,milliampere per metre,single measurement - whole sample,,,unknown,,,,-37.73,degree,78.56,degree,74.5,degree,125.8,degree,0,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.9360602,-35.00263485,143.95,138.93795505,-35.00268233,389.24,300.35,300.4,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145956,568818,DET Brukunga 1,borehole,2152779,MAG10,core diamond,remanent magnetisation,28.480198,milliampere per metre,single measurement - whole sample,,,unknown,,,,23.12,degree,93.93,degree,15.8,degree,86.2,degree,200,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.9360602,-35.00263485,143.95,138.93795505,-35.00268233,389.24,300.35,300.4,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145933,568818,DET Brukunga 1,borehole,2152779,MAG10,core diamond,remanent magnetisation,82.786337,milliampere per metre,single measurement - whole sample,,,unknown,,,,-75.7,degree,161.62,degree,44.8,degree,250.7,degree,700,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.9360602,-35.00263485,143.95,138.93795505,-35.00268233,389.24,300.35,300.4,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145699,568818,DET Brukunga 1,borehole,2152772,MAG3,core diamond,remanent magnetisation,0.602924,milliampere per metre,single measurement - whole sample,,,unknown,,,,-2.64,degree,62.32,degree,-26.8,degree,301.3,degree,700,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93743562,-35.00266857,312.39,138.93795505,-35.00268233,389.24,90.16,90.3,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145676,568818,DET Brukunga 1,borehole,2152771,MAG2,core diamond,remanent magnetisation,0.323861,milliampere per metre,single measurement - whole sample,,,unknown,,,,17.52,degree,101.58,degree,-49,degree,253,degree,150,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93760323,-35.00267412,335.9,138.93795505,-35.00268233,389.24,62.1,62.21,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145854,568818,DET Brukunga 1,borehole,2152777,MAG8,core diamond,remanent magnetisation,223.699493,milliampere per metre,single measurement - whole sample,,,unknown,,,,-46.73,degree,86.04,degree,8.8,degree,272.7,degree,50,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93644549,-35.00264739,188.31,138.93795505,-35.00268233,389.24,243.72,243.79,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145862,568818,DET Brukunga 1,borehole,2152777,MAG8,core diamond,remanent magnetisation,70.471486,milliampere per metre,single measurement - whole sample,,,unknown,,,,-26.33,degree,336.26,degree,34.9,degree,0.8,degree,700,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93644549,-35.00264739,188.31,138.93795505,-35.00268233,389.24,243.72,243.79,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145870,568818,DET Brukunga 1,borehole,2152777,MAG8,core diamond,remanent magnetisation,43.678044,milliampere per metre,single measurement - whole sample,,,unknown,,,,-22.13,degree,298.14,degree,-22.1,degree,298.1,degree,700,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93644549,-35.00264739,188.31,138.93795505,-35.00268233,389.24,243.72,243.79,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145814,568818,DET Brukunga 1,borehole,2152775,MAG6,core diamond,remanent magnetisation,50.181305,milliampere per metre,single measurement - whole sample,,,unknown,,,,-67.07,degree,110.27,degree,31.6,degree,260.9,degree,400,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93686426,-35.00265721,239.02,138.93795505,-35.00268233,389.24,180.2,180.34,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145886,568818,DET Brukunga 1,borehole,2152777,MAG8,core diamond,remanent magnetisation,97.317553,milliampere per metre,single measurement - whole sample,,,unknown,,,,8.19,degree,48.59,degree,20.2,degree,134.2,degree,400,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93644549,-35.00264739,188.31,138.93795505,-35.00268233,389.24,243.72,243.79,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145894,568818,DET Brukunga 1,borehole,2152778,MAG9,core diamond,remanent magnetisation,54.821636,milliampere per metre,single measurement - whole sample,,,unknown,,,,-47.84,degree,148.36,degree,21.2,degree,232.2,degree,300,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93626544,-35.00264068,167.31,138.93795505,-35.00268233,389.24,270.4,270.45,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145902,568818,DET Brukunga 1,borehole,2152778,MAG9,core diamond,remanent magnetisation,54.584966,milliampere per metre,single measurement - whole sample,,,unknown,,,,-50.53,degree,162.32,degree,29,degree,226.2,degree,200,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93626544,-35.00264068,167.31,138.93795505,-35.00268233,389.24,270.4,270.45,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145830,568818,DET Brukunga 1,borehole,2152776,MAG7,core diamond,remanent magnetisation,61.632465,milliampere per metre,single measurement - whole sample,,,unknown,,,,14.34,degree,121.08,degree,-44.3,degree,225.6,degree,200,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93665854,-35.00265346,213.74,138.93795505,-35.00268233,389.24,211.7,211.8,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145917,568818,DET Brukunga 1,borehole,2152778,MAG9,core diamond,remanent magnetisation,714.316408,milliampere per metre,single measurement - whole sample,,,unknown,,,,-48.56,degree,141.64,degree,57.4,degree,344.5,degree,50,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93626544,-35.00264068,167.31,138.93795505,-35.00268233,389.24,270.4,270.45,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145925,568818,DET Brukunga 1,borehole,2152778,MAG9,core diamond,remanent magnetisation,146.85285,milliampere per metre,single measurement - whole sample,,,unknown,,,,-37.53,degree,163.03,degree,38.4,degree,345.4,degree,700,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93626544,-35.00264068,167.31,138.93795505,-35.00268233,389.24,270.4,270.45,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145951,568818,DET Brukunga 1,borehole,2152779,MAG10,core diamond,remanent magnetisation,81.847553,milliampere per metre,single measurement - whole sample,,,unknown,,,,9.16,degree,85.41,degree,29.7,degree,95.2,degree,700,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.9360602,-35.00263485,143.95,138.93795505,-35.00268233,389.24,300.35,300.4,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145893,568818,DET Brukunga 1,borehole,2152778,MAG9,core diamond,remanent magnetisation,190.690187,milliampere per metre,single measurement - whole sample,,,unknown,,,,-82.3,degree,125.31,degree,45.1,degree,263.7,degree,200,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93626544,-35.00264068,167.31,138.93795505,-35.00268233,389.24,270.4,270.45,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145781,568818,DET Brukunga 1,borehole,2152774,MAG5,core diamond,remanent magnetisation,2099.435892,milliampere per metre,single measurement - whole sample,,,unknown,,,,-15.67,degree,75.85,degree,-19.5,degree,284.5,degree,0,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.9370612,-35.00266121,263.55,138.93795505,-35.00268233,389.24,149.78,149.94,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
remanent_magnetisation.145916,568818,DET Brukunga 1,borehole,2152778,MAG9,core diamond,remanent magnetisation,1412.198057,milliampere per metre,single measurement - whole sample,,,unknown,,,,42.49,degree,135.22,degree,-11.9,degree,57.7,degree,0,millitesla,22,degree Celsius,1,atmosphere,Talisker Formation,Delamerian Orogen,,metasedimentary siliciclastic rock,slate,138.93626544,-35.00264068,167.31,138.93795505,-35.00268233,389.24,270.4,270.45,,,,,0.01,"GPS differential observation, survey quality","Roach, I.C.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (138.9379550519 -35.0026823327),
